Ano,Vendedor,Cargo,Região,Venda
2016,Jessika Aziz,Surpevisor,Coreia do Sul,"R$ 19.638,30"
2016,Jeter Vicente,Gerente,Austrália,"R$ 6.171,00"
2016,Joana Salek,Temporário,Itália,"R$ 20.447,90"
2016,Joāo Antunes,Gerente,Estados Unidos,"R$ 7.489,90"
2016,João Calmon,Vendedor,Turquia,"R$ 4.173,40"
2016,Joao Tako,Vendedor,Arábia Saudita,"R$ 2.205,50"
2016,Joel Bispo,Temporário,China,"R$ 7.915,60"
2016,John Victorio,Surpevisor,Itália,"R$ 48.489,10"
2016,Jonas Balbino,Vendedor,Indonésia,"R$ 4.138,20"
2016,Jonatas Caetano,Surpevisor,Índia,"R$ 28.671,50"
2016,Jônatas Helt,Temporário,Rússia,"R$ 15.034,80"
2016,Jonathas Nascimento,Gerente,Arábia Saudita,"R$ 32.409,30"
2016,Jonnathan Maués,Temporário,Reino Unido,"R$ 25.589,30"
2016,Jorge Lavinas,Surpevisor,Brasil,"R$ 20.387,40"
2016,Jose Alvarenga,Temporário,Arábia Saudita,"R$ 49.484,60"
2016,José Zenobio,Vendedor,Países Baixos,"R$ 52.625,10"
2016,Josefe Fasano,Temporário,México,"R$ 33.475,20"
2016,Joyce Barcellos,Vendedor,México,"R$ 48.990,70"
2016,Juan Loureiro,Temporário,Índia,"R$ 31.808,70"
2016,Juann Ziegler,Surpevisor,Arábia Saudita,"R$ 32.773,40"
2016,Julia Cappelli,Temporário,Países Baixos,"R$ 53.489,70"
2016,Júlia Quercetti,Gerente,Brasil,"R$ 29.797,90"
2016,Juliana Chamoun,Gerente,Japão,"R$ 36.762,00"
2016,Juliane Morais,Temporário,Índia,"R$ 41.675,70"
2016,Julianna Mancebo,Temporário,Arábia Saudita,"R$ 8.061,90"
2016,Julie Paixão,Surpevisor,França,"R$ 31.947,30"
2016,Júlio Moura,Gerente,Alemanha,"R$ 12.463,00"
2016,Julio Santiago,Vendedor,Arábia Saudita,"R$ 44.380,60"
2016,Julliana Turnes,Gerente,Turquia,"R$ 37.525,40"
2016,Julyana Totti,Surpevisor,Arábia Saudita,"R$ 45.598,30"
2016,Julyanna Yasmin,Vendedor,Brasil,"R$ 50.821,10"
2016,Kaio Bassani,Gerente,Brasil,"R$ 40.955,20"
2016,Kallena Chousa,Vendedor,Rússia,"R$ 28.316,20"
2016,Karen Zobaran,Gerente,Brasil,"R$ 13.913,90"
2016,Karina Motta,Gerente,Canadá,"R$ 3.264,80"
2016,Karine Pettene,Temporário,Canadá,"R$ 29.590,00"
2016,Karline Gustavo,Surpevisor,Reino Unido,"R$ 52.135,60"
2016,Karoline Luís,Surpevisor,Indonésia,"R$ 53.542,50"
2016,Karoliny Gaspar,Vendedor,Estados Unidos,"R$ 19.863,80"
2016,Karollayne Mercês,Vendedor,França,"R$ 40.590,00"
2016,Kassia Burd,Gerente,México,"R$ 34.972,30"
2016,Katarine Graça,Gerente,Brasil,"R$ 10.837,20"
2016,Katharina Varela,Gerente,China,"R$ 12.570,80"
2016,Katherine Bernhardt,Vendedor,Japão,"R$ 47.572,80"
2016,Kelly Rosales,Vendedor,Reino Unido,"R$ 49.839,90"
2016,Khaio Meslin,Gerente,Austrália,"R$ 44.143,00"
2016,Kim Rigueira,Vendedor,Estados Unidos,"R$ 24.823,70"
2016,Kimberly Luna,Surpevisor,França,"R$ 44.172,70"
2016,Krissia Lavagnole,Vendedor,México,"R$ 17.475,70"
2016,Lais Leta,Temporário,Rússia,"R$ 9.816,40"
2016,Laís Villela,Surpevisor,Turquia,"R$ 43.749,20"
2016,Laiza Pedrazza,Gerente,Turquia,"R$ 15.699,20"
2016,Lara Silveirinha,Vendedor,México,"R$ 54.279,50"
2016,Larissa Buhler,Surpevisor,México,"R$ 14.128,40"
2016,Laura Biccas,Temporário,França,"R$ 6.257,90"
2016,Layssa Glioche,Gerente,Países Baixos,"R$ 21.261,90"
2016,Lázaro Guilhon,Vendedor,Índia,"R$ 16.394,40"
2016,Leandro Guillermo,Surpevisor,Arábia Saudita,"R$ 34.046,10"
2016,Leila Doria,Surpevisor,Canadá,"R$ 27.990,60"
2016,Lenon Harumi,Temporário,México,"R$ 52.079,50"
2016,León Allister,Temporário,Itália,"R$ 17.083,00"
2016,Leon E,Vendedor,Rússia,"R$ 27.995,00"
2016,Leonardo Clímaco,Temporário,Turquia,"R$ 30.660,30"
2016,Letícia Lovato,Surpevisor,Canadá,"R$ 27.469,20"
2016,Leticia Negreiros,Gerente,Reino Unido,"R$ 4.985,20"
2016,Lidiane Veríssimo,Vendedor,Brasil,"R$ 15.940,10"
2016,Lígia Bloise,Vendedor,Alemanha,"R$ 22.693,00"
2016,Livia Riff,Gerente,Estados Unidos,"R$ 42.241,10"
2016,Lívia Ronck,Temporário,Itália,"R$ 7.894,70"
2016,Liz Mainente,Gerente,Coreia do Sul,"R$ 15.815,80"
2016,Lohany Balassiano,Temporário,China,"R$ 21.467,60"
2016,Lorena Pozzetti,Gerente,Canadá,"R$ 26.558,40"
2016,Loreni Silotti,Gerente,Austrália,"R$ 6.369,00"
2016,Lorenzo Scalercio,Vendedor,México,"R$ 23.752,30"
2016,Luã Feitosa,Surpevisor,Rússia,"R$ 19.551,40"
2016,Luan Barrionuevo,Surpevisor,Austrália,"R$ 24.539,90"
2016,Luana Patricia,Gerente,Turquia,"R$ 33.132,00"
2016,Luca Vittoria,Temporário,Índia,"R$ 23.277,10"
2016,Lucas Uenington,Surpevisor,Países Baixos,"R$ 51.620,80"
2016,Lucca Rottas,Temporário,Índia,"R$ 26.494,60"
2016,Luciana Primo,Surpevisor,Canadá,"R$ 14.664,10"
2016,Ludmila Venâncio,Vendedor,Rússia,"R$ 20.586,50"
2016,Luis Cajado,Vendedor,Rússia,"R$ 30.292,90"
2016,Luís Quelha,Gerente,Indonésia,"R$ 27.046,80"
2016,Luísa Leal,Gerente,México,"R$ 20.215,80"
2016,Luisa Nager,Surpevisor,Estados Unidos,"R$ 7.781,40"
2016,Luiz Graham,Gerente,Indonésia,"R$ 18.228,10"
2016,Luiza Angelo,Gerente,Itália,"R$ 14.710,30"
2016,Luíza Padilha,Gerente,Brasil,"R$ 40.528,40"
2016,Luize Greenman,Gerente,Países Baixos,"R$ 39.083,00"
2016,Lunna Roças,Vendedor,Arábia Saudita,"R$ 35.261,60"
2016,Lyandra Anunciação,Surpevisor,Canadá,"R$ 1.509,20"
2016,Maciela Felipi,Surpevisor,Países Baixos,"R$ 44.408,10"
2016,Maike Vinícius,Temporário,Alemanha,"R$ 23.800,70"
2016,Maíra Botelho,Vendedor,Japão,"R$ 48.546,30"
2016,Manuela Soraia,Vendedor,Indonésia,"R$ 33.363,00"
2016,Marcela Asenjo,Temporário,Brasil,"R$ 45.483,90"
2016,Marcele Gabrielle,Surpevisor,Itália,"R$ 11.097,90"
2016,Marcella Villa,Temporário,Reino Unido,"R$ 10.172,80"
2016,Marcelle Accardo,Gerente,Estados Unidos,"R$ 36.050,30"
2016,Marcello Mathias,Gerente,China,"R$ 46.883,10"
2016,Marcelly Weyll,Vendedor,Espanha,"R$ 17.944,30"
2016,Marcelo Letícia,Surpevisor,Rússia,"R$ 16.770,60"
2016,Marcia Pessanha,Gerente,França,"R$ 11.413,60"
2016,Marcio Miguel,Vendedor,China,"R$ 51.326,00"
2016,Marco Barra,Gerente,Rússia,"R$ 38.703,50"
2016,Marcos Faustino,Vendedor,Austrália,"R$ 4.884,00"
2016,Marcus Pires,Temporário,Indonésia,"R$ 7.649,40"
2016,Maria Resnik,Temporário,Espanha,"R$ 4.063,40"
2016,Mariana Vazquez,Temporário,Rússia,"R$ 42.205,90"
2016,Mariane Barbutti,Temporário,Espanha,"R$ 28.028,00"
2016,Marianna Prado,Temporário,Itália,"R$ 20.571,10"
2016,Marianne Vannier,Surpevisor,Japão,"R$ 19.349,00"
2016,Marília Sarria,Surpevisor,Japão,"R$ 42.417,10"
2016,Marina Bokehi,Vendedor,Arábia Saudita,"R$ 13.295,70"
2016,Marisol Miura,Gerente,México,"R$ 18.211,60"
2016,Marjorie Vargas,Surpevisor,Itália,"R$ 52.899,00"
2016,Marta Placido,Temporário,China,"R$ 30.325,90"
2016,Maryanna Monnerat,Temporário,Reino Unido,"R$ 14.546,40"
2016,Mateus Corte,Gerente,Indonésia,"R$ 49.630,90"
2016,Matheus Marcelo,Gerente,Estados Unidos,"R$ 44.678,70"
2016,Maurício Kranz,Temporário,México,"R$ 37.254,80"
2016,Mauricio Ladogano,Temporário,Itália,"R$ 43.699,70"
2016,Mauro Avvad,Vendedor,França,"R$ 45.701,70"
2016,Mayara Katz,Surpevisor,Indonésia,"R$ 40.872,70"
2016,Mayná Gabriella,Vendedor,Austrália,"R$ 7.407,40"
2016,Melissa Theus,Vendedor,China,"R$ 25.502,40"
2016,Micaele Salomão,Surpevisor,Espanha,"R$ 7.550,40"
2016,Michel Duarte,Surpevisor,Austrália,"R$ 1.598,30"
2016,Michele Blanc,Temporário,Turquia,"R$ 44.105,60"
2016,Michelle Natalucci,Temporário,França,"R$ 46.278,10"
2016,Miguel Sttellet,Temporário,Coreia do Sul,"R$ 16.787,10"
2016,Milena Hamad,Temporário,Alemanha,"R$ 32.533,60"
2016,Millena Lobato,Surpevisor,Canadá,"R$ 45.197,90"
2016,Mirian Correa,Surpevisor,França,"R$ 37.338,40"
2016,Mônica Pinheiro,Gerente,Coreia do Sul,"R$ 9.457,80"
2016,Monique Vilaça,Vendedor,Austrália,"R$ 52.925,40"
2016,Morgana Gitirana,Vendedor,Arábia Saudita,"R$ 31.784,50"
2016,Murillo Filiphe,Gerente,Reino Unido,"R$ 29.090,60"
2016,Murilo Ban,Surpevisor,Itália,"R$ 44.663,30"
2016,Mylena Tonon,Temporário,Austrália,"R$ 16.666,10"
2016,Mylla Heluy,Surpevisor,Brasil,"R$ 33.224,40"
2016,Myllena Van,Gerente,Arábia Saudita,"R$ 12.284,80"
2016,Naiara Fejo,Temporário,Indonésia,"R$ 26.725,60"
2016,Natali Giannini,Vendedor,Coreia do Sul,"R$ 2.654,30"
2016,Natalia Gramacho,Temporário,Brasil,"R$ 20.783,40"
2016,Natália Milagre,Temporário,Turquia,"R$ 32.109,00"
2016,Nathália Benévolo,Gerente,Austrália,"R$ 6.947,60"
2016,Nathalia Ébani,Surpevisor,França,"R$ 36.375,90"
2016,Nathalie Cristian,Vendedor,Turquia,"R$ 26.925,80"
2016,Nathalya Abramovitz,Vendedor,China,"R$ 10.023,20"
2016,Nathan Lempee,Surpevisor,China,"R$ 17.758,40"
2016,Nattalya Magalhaes,Temporário,Coreia do Sul,"R$ 19.071,80"
2016,Nayne Buarque,Surpevisor,Canadá,"R$ 44.995,50"
2016,Neilton Franca,Gerente,Reino Unido,"R$ 49.000,60"
2016,Nélio Iglesias,Temporário,Rússia,"R$ 44.371,80"
2016,Nicholas Valiate,Vendedor,Reino Unido,"R$ 47.044,80"
2016,Nickole Loyola,Surpevisor,Coreia do Sul,"R$ 11.464,20"
2016,Nicolas Velez,Gerente,Rússia,"R$ 44.331,10"
2016,Nicole Mollica,Surpevisor,Índia,"R$ 18.685,70"
2016,Nina Lacoste,Temporário,Índia,"R$ 8.641,60"
2016,Nivea Capitulo,Temporário,Coreia do Sul,"R$ 32.973,60"
2016,Norbertho Simone,Gerente,França,"R$ 10.879,00"
2016,Norman Tâmara,Temporário,Japão,"R$ 10.888,90"
2016,Nuno Boaventura,Surpevisor,Austrália,"R$ 23.716,00"
2016,Ohana Coelli,Gerente,Indonésia,"R$ 26.483,60"
2016,Olívia Ellen,Surpevisor,Índia,"R$ 54.186,00"
2016,Pablo Scaldini,Vendedor,França,"R$ 54.650,20"
2016,Paloma Stutz,Vendedor,Países Baixos,"R$ 51.656,00"
2016,Pâmella Rafael,Gerente,Japão,"R$ 20.407,20"
2016,Paola Lourenço,Surpevisor,Alemanha,"R$ 54.802,00"
2016,Patricia Liberbaum,Surpevisor,Itália,"R$ 23.897,50"
2016,Patrícia Loures,Vendedor,Japão,"R$ 14.808,20"
2016,Patrick Leme,Surpevisor,França,"R$ 13.523,40"
2016,Paula Kalume,Surpevisor,Estados Unidos,"R$ 29.862,80"
2016,Paulo Matsuoka,Temporário,Austrália,"R$ 12.360,70"
2016,Pedro Cister,Vendedor,Turquia,"R$ 12.885,40"
2016,Philipe Kuszer,Temporário,Estados Unidos,"R$ 34.837,00"
2016,Pietro Varella,Vendedor,Coreia do Sul,"R$ 27.952,10"
2016,Platini Malher,Gerente,México,"R$ 3.715,80"
2016,Poline Dobbs,Gerente,França,"R$ 34.593,90"
2016,Priscila Alice,Surpevisor,Índia,"R$ 36.506,80"
2016,Priscilla D'Alessandro,Temporário,França,"R$ 33.350,90"
2016,Rachel Iure,Surpevisor,Brasil,"R$ 10.649,10"
2016,Rafael Patrocinio,Vendedor,Canadá,"R$ 32.615,00"
2016,Rafaela Guimaraes,Vendedor,Estados Unidos,"R$ 50.451,50"
2016,Rafaella Osório,Vendedor,México,"R$ 50.795,80"
2016,Raffael Lopez,Vendedor,China,"R$ 49.911,40"
2016,Raiam Faria,Vendedor,Estados Unidos,"R$ 50.381,10"
2016,Raiane Vaz,Vendedor,Índia,"R$ 41.235,70"
2016,Raianne Victor,Vendedor,Estados Unidos,"R$ 45.182,50"
2016,Raísa Magalhães,Vendedor,Países Baixos,"R$ 7.186,30"
2016,Raissa Donati,Temporário,Turquia,"R$ 4.178,90"
2016,Raíssa Veronese,Gerente,Indonésia,"R$ 21.206,90"
2016,Raíza Nathan,Surpevisor,Alemanha,"R$ 17.034,60"
2016,Raiza Russo,Vendedor,Alemanha,"R$ 44.110,00"
2016,Ramon Fialho,Gerente,Coreia do Sul,"R$ 16.647,40"
2016,Raphael Boiteux,Gerente,Estados Unidos,"R$ 40.289,70"
2016,Raquel Kelly,Surpevisor,Coreia do Sul,"R$ 43.850,40"
2016,Raul Póvoa,Temporário,México,"R$ 17.549,40"
2016,Ravena Fuchs,Temporário,Brasil,"R$ 23.092,30"
2016,Rayane Jakobsson,Temporário,Alemanha,"R$ 39.341,50"
2016,Rebeca Rijo,Surpevisor,Arábia Saudita,"R$ 26.574,90"
2016,Rebecca Mac,Surpevisor,França,"R$ 35.171,40"
2016,Reila Yumi,Gerente,Japão,"R$ 23.092,30"
2016,Reinaldo Papa,Vendedor,Alemanha,"R$ 23.441,00"
2016,Renan El,Temporário,Alemanha,"R$ 3.363,80"
2016,Renata Baumeier,Surpevisor,México,"R$ 19.985,90"
2016,Renato Heloisa,Gerente,Japão,"R$ 53.142,10"
2016,Rene Thury,Vendedor,Alemanha,"R$ 43.748,10"
2016,Rhanna Ognibene,Surpevisor,França,"R$ 14.109,70"
2016,Rhuan Guimãraes,Gerente,Canadá,"R$ 14.897,30"
2016,Ricardo Scandiuzzi,Vendedor,Itália,"R$ 6.866,20"
2016,Rilson Goldoni,Vendedor,Reino Unido,"R$ 42.894,50"
2016,Roberta Orlando,Temporário,Reino Unido,"R$ 41.542,60"
2016,Roberto Hashimoto,Temporário,Estados Unidos,"R$ 27.141,40"
2016,Rodney Fioretti,Surpevisor,Reino Unido,"R$ 4.775,10"
2016,Rodolfo Kalaf,Gerente,França,"R$ 43.266,30"
2016,Rodrigo Beneton,Surpevisor,Turquia,"R$ 3.543,10"
2016,Roger Abrantes,Vendedor,França,"R$ 45.225,40"
2016,Rogério Ferrari,Temporário,Itália,"R$ 52.264,30"
2016,Rojane Piccinini,Temporário,Rússia,"R$ 38.869,60"
2016,Román Leonardo,Temporário,Reino Unido,"R$ 6.455,90"
2016,Rômulo Sanches,Surpevisor,China,"R$ 41.874,80"
2016,Rosana Jalles,Gerente,Canadá,"R$ 21.269,60"
2016,Ruan Melhoranse,Vendedor,México,"R$ 53.311,50"
2016,Rubens Limeira,Temporário,França,"R$ 19.624,00"
2016,Rubyson Nogueira,Temporário,Espanha,"R$ 25.213,10"
2016,Sabrina Abraão,Vendedor,Índia,"R$ 35.145,00"
2016,Samantha Quiza,Gerente,Países Baixos,"R$ 52.023,40"
2016,Samara Laurentino,Vendedor,Alemanha,"R$ 45.199,00"
2016,Samir Rennó,Surpevisor,Itália,"R$ 16.314,10"
2016,Samuel Barcelos,Surpevisor,Itália,"R$ 48.054,60"
2016,Sandra Espinosa,Surpevisor,Alemanha,"R$ 53.419,30"
2016,Sandro Espinati,Vendedor,Japão,"R$ 11.083,60"
2016,Sandy Rust,Gerente,México,"R$ 53.486,40"
2016,Sara Rodrigo,Surpevisor,Indonésia,"R$ 15.236,10"
2016,Sarah Leticia,Temporário,Canadá,"R$ 10.136,50"
2016,Saranna Helal,Surpevisor,Arábia Saudita,"R$ 33.196,90"
2016,Sawlo Levis,Surpevisor,Austrália,"R$ 13.196,70"
2016,Sebastião Perim,Gerente,França,"R$ 9.028,80"
2016,Sergio Filgueiras,Vendedor,Indonésia,"R$ 4.590,30"
2016,Silvana Jose,Gerente,México,"R$ 2.501,40"
2016,Silvio Lago,Gerente,Alemanha,"R$ 30.207,10"
2016,Simone Titonelli,Gerente,México,"R$ 17.383,30"
2016,Sofia Li,Temporário,China,"R$ 23.346,40"
2016,Soraia Palha,Temporário,Canadá,"R$ 16.153,50"
2016,Stefan Blanco,Vendedor,Brasil,"R$ 38.446,10"
2016,Stela Lerner,Gerente,Canadá,"R$ 29.277,60"
2016,Stella Penalva,Temporário,Japão,"R$ 20.527,10"
2016,Stephane Palladino,Gerente,Estados Unidos,"R$ 35.667,50"
2016,Stephanie Velucci,Vendedor,Espanha,"R$ 50.903,60"
2016,Sthefeson Fuentes,Temporário,Reino Unido,"R$ 8.474,40"
2016,Suelen Rianelli,Vendedor,China,"R$ 5.052,30"
2016,Suellen Sequerra,Gerente,Alemanha,"R$ 35.717,00"
2016,Suely Halinck,Vendedor,Indonésia,"R$ 7.925,50"
2016,Sylvia Yosef,Vendedor,Canadá,"R$ 41.983,70"
2016,Sylvio Couto,Temporário,Arábia Saudita,"R$ 45.646,70"
2016,Tácio Gracio,Surpevisor,Turquia,"R$ 48.085,40"
2016,Tadeu Portugal,Surpevisor,Espanha,"R$ 9.825,20"
2016,Taila Carelli,Temporário,Reino Unido,"R$ 22.563,20"
2016,Tainá Baruki,Vendedor,Estados Unidos,"R$ 49.152,40"
2016,Tainah Oneto,Gerente,Rússia,"R$ 6.074,20"
2016,Tainara Cisneiros,Temporário,França,"R$ 18.312,80"
2016,Taís Rayol,Vendedor,Índia,"R$ 14.319,80"
2016,Taiza Penna,Vendedor,Rússia,"R$ 9.604,10"
2016,Talissa Octavio,Gerente,Índia,"R$ 23.602,70"
2016,Talita Garambone,Surpevisor,México,"R$ 28.858,50"
2016,Talline Terumi,Gerente,Países Baixos,"R$ 21.106,80"
2016,Tatiana Brotas,Vendedor,Índia,"R$ 48.049,10"
2016,Tatiane Catarina,Surpevisor,Austrália,"R$ 7.932,10"
2016,Tayane Folly,Surpevisor,Turquia,"R$ 17.740,80"
2016,Tayla Torquato,Gerente,Rússia,"R$ 20.405,00"
2016,Tayna Tribuzy,Vendedor,Índia,"R$ 30.323,70"
2016,Taynná Clemente,Gerente,França,"R$ 7.636,20"
2016,Teresa Lisboa,Temporário,Austrália,"R$ 21.740,40"
2016,Thadeu Bomfim,Temporário,França,"R$ 35.164,80"
2016,Thaina Blumgrund,Vendedor,Coreia do Sul,"R$ 25.454,00"
2016,Thainá Calassara,Temporário,Coreia do Sul,"R$ 34.602,70"
2016,Thais Goncalves,Temporário,Indonésia,"R$ 43.645,80"
2016,Thaís Mofati,Gerente,Rússia,"R$ 51.007,00"
2016,Thaisa Kubrusly,Gerente,Rússia,"R$ 45.384,90"
2016,Thaiz Peron,Gerente,México,"R$ 38.590,20"
2016,Thales Brum,Gerente,Países Baixos,"R$ 31.587,60"
2016,Thalita Trinta,Temporário,Turquia,"R$ 22.244,20"
2016,Thalles Ferman,Surpevisor,Estados Unidos,"R$ 12.222,10"
2016,Thamara Rosolia,Gerente,Brasil,"R$ 22.056,10"
2016,Thamires Hippertt,Surpevisor,México,"R$ 4.931,30"
2016,Thamirez Gameiro,Surpevisor,Reino Unido,"R$ 30.521,70"
2016,Thamiris Cerqueira,Temporário,China,"R$ 16.685,90"
2016,Thárcila Raul,Vendedor,Coreia do Sul,"R$ 21.186,00"
2016,Thauan Bom,Surpevisor,Itália,"R$ 51.082,90"
2016,Thayane Lucca,Vendedor,Austrália,"R$ 45.777,60"
2016,Thayli Rotava,Surpevisor,México,"R$ 43.543,50"
2016,Thayná Candreva,Temporário,Coreia do Sul,"R$ 52.972,70"
2016,Thayna Queiroz,Surpevisor,França,"R$ 30.804,40"
2016,Thays Emmerick,Surpevisor,Turquia,"R$ 52.418,30"
2016,Thayssa Smolarek,Temporário,Indonésia,"R$ 21.934,00"
2016,Thayza Serpa,Gerente,Indonésia,"R$ 3.965,50"
2016,Thiago Zozimo,Surpevisor,Rússia,"R$ 25.542,00"
2016,Thomas Vasconcelos,Temporário,Indonésia,"R$ 15.901,60"
2016,Thomáz Kopschitz,Temporário,Rússia,"R$ 1.135,20"
2016,Thomaz Willkomm,Temporário,Indonésia,"R$ 3.714,70"
2016,Thuany Nemitz,Gerente,China,"R$ 13.439,80"
2016,Tiago Vitória,Temporário,Japão,"R$ 3.645,40"
2016,Tomas Garrido,Surpevisor,Indonésia,"R$ 28.501,00"
2016,Ulisses Lins,Vendedor,China,"R$ 7.009,20"
2016,Ully Bakman,Surpevisor,Itália,"R$ 25.800,50"
2016,Ursula Kuhlmann,Surpevisor,Japão,"R$ 8.025,60"
2016,Valentina Orenstein,Vendedor,Canadá,"R$ 40.035,60"
2016,Valéria Chein,Gerente,China,"R$ 23.301,30"
2016,Valmir Gerhad,Vendedor,Alemanha,"R$ 53.248,80"
2016,Vanessa Riveiro,Vendedor,Coreia do Sul,"R$ 47.021,70"
2016,Venan Bittencourt,Temporário,Rússia,"R$ 48.831,20"
2016,Verônica Catarino,Vendedor,Japão,"R$ 30.475,50"
2016,Vicente Giuntini,Vendedor,Países Baixos,"R$ 33.914,10"
2016,Victor Medina,Temporário,Indonésia,"R$ 9.122,30"
2016,Victória Ciriaco,Surpevisor,Rússia,"R$ 5.607,80"
2016,Victoria Elehep,Gerente,França,"R$ 37.900,50"
2016,Vinícius Lucio,Temporário,China,"R$ 51.629,60"
2016,Vinicius Sartorio,Vendedor,Arábia Saudita,"R$ 12.313,40"
2016,Vito Strauss,Gerente,Países Baixos,"R$ 27.122,70"
2016,Vitor Homem,Gerente,Reino Unido,"R$ 4.600,20"
2016,Vitoria Afonso,Vendedor,Itália,"R$ 11.743,60"
2016,Vitória Lencastre,Gerente,Reino Unido,"R$ 40.603,20"
2016,Vittorio Crespo,Gerente,Estados Unidos,"R$ 31.508,40"
2016,Vívian Galera,Gerente,Estados Unidos,"R$ 15.193,20"
2016,Vivian Indio,Vendedor,Estados Unidos,"R$ 21.646,90"
2016,Viviane Esquenazi,Gerente,Reino Unido,"R$ 43.026,50"
2016,Vivianne Terra,Temporário,Itália,"R$ 54.994,50"
2016,Vladimir Novellino,Gerente,Brasil,"R$ 22.171,60"
2016,Wagner Castello,Gerente,Países Baixos,"R$ 43.672,20"
2016,Walace Rotsztejn,Temporário,Itália,"R$ 34.772,10"
2016,Walmyr Temporal,Vendedor,Austrália,"R$ 39.152,30"
2016,Walter Neiva,Gerente,Arábia Saudita,"R$ 19.580,00"
2016,Wellington Provenzano,Temporário,Austrália,"R$ 34.636,80"
2016,Wen Leite,Gerente,Turquia,"R$ 3.466,10"
2016,Wendel Naveiro,Vendedor,China,"R$ 2.147,20"
2016,Wendela Peluso,Surpevisor,Espanha,"R$ 47.894,00"
2016,Wesley Lemos,Surpevisor,Itália,"R$ 26.588,10"
2016,William Meireles,Vendedor,Indonésia,"R$ 41.269,80"
2016,Willian Spata,Temporário,Estados Unidos,"R$ 4.763,00"
2016,Wilson Narduche,Surpevisor,Índia,"R$ 40.419,50"
2016,Yago Strino,Gerente,Reino Unido,"R$ 49.636,40"
2016,Yan Zaltman,Temporário,Itália,"R$ 40.136,80"
2016,Yasmim Paciencia,Temporário,França,"R$ 11.498,30"
2016,Yasmin Bartholo,Gerente,Turquia,"R$ 45.076,90"
2016,Yasmine Cantalice,Surpevisor,França,"R$ 26.540,80"
2016,Yasmini Friaes,Temporário,Países Baixos,"R$ 39.312,90"
2016,Yasser Altoé,Vendedor,Austrália,"R$ 37.149,20"
2016,Ylana Iane,Vendedor,Coreia do Sul,"R$ 7.540,50"
2016,Yohana Victoria,Temporário,Rússia,"R$ 44.801,90"
2016,Yohanan Milani,Vendedor,Indonésia,"R$ 10.880,10"
2016,Ysabella Malavolti,Temporário,México,"R$ 38.283,30"
2016,Yuri Barbalho,Temporário,Reino Unido,"R$ 33.302,50"
2016,Yuske Gusmão,Temporário,Arábia Saudita,"R$ 29.557,00"
2016,Yve Thome,Vendedor,Indonésia,"R$ 32.285,00"
2016,Zilma Barbolo,Gerente,China,"R$ 53.579,90"
2017,Adailton Sayuri,Surpevisor,Japão,"R$ 40.992,50"
2017,Adelino Pataro,Gerente,Turquia,"R$ 58.540,00"
2017,Adrian Limoeiro,Vendedor,México,"R$ 24.585,00"
2017,Adriana Karla,Vendedor,Índia,"R$ 34.222,50"
2017,Adriane Segadilha,Gerente,Países Baixos,"R$ 2.133,75"
2017,Adriano Taylor,Gerente,Rússia,"R$ 23.480,00"
2017,Adrielle Fiaes,Temporário,Estados Unidos,"R$ 61.795,00"
2017,Adrizia Boy,Vendedor,Itália,"R$ 56.980,00"
2017,Agnes Lana,Temporário,Reino Unido,"R$ 40.863,75"
2017,Ailton França,Gerente,Coreia do Sul,"R$ 37.475,00"
2017,Alan Colacino,Surpevisor,China,"R$ 31.223,75"
2017,Alana Hugo,Gerente,Itália,"R$ 28.163,75"
2017,Alberto Moniz,Temporário,Coreia do Sul,"R$ 45.670,00"
2017,Alecsander Kohn,Surpevisor,Estados Unidos,"R$ 34.762,50"
2017,Alecssander Pedroso,Vendedor,Alemanha,"R$ 3.335,00"
2017,Aledio Marculino,Gerente,México,"R$ 37.595,00"
2017,Alessandra Barboza,Vendedor,Arábia Saudita,"R$ 54.908,75"
2017,Alessandro Akerman,Temporário,México,"R$ 60.583,75"
2017,Alex Faller,Surpevisor,Japão,"R$ 47.582,50"
2017,Alexandra Greco,Temporário,Rússia,"R$ 54.425,00"
2017,Alexandre Sobral,Surpevisor,França,"R$ 53.981,25"
2017,Alexia Monteiro,Surpevisor,Austrália,"R$ 22.611,25"
2017,Alexsandro Antonio,Gerente,Índia,"R$ 48.243,75"
2017,Alfredo Lazera,Gerente,Índia,"R$ 46.227,50"
2017,Alice Lara,Surpevisor,Indonésia,"R$ 9.256,25"
2017,Aline Feliciano,Surpevisor,Espanha,"R$ 60.706,25"
2017,Allan Evelyn,Temporário,Estados Unidos,"R$ 27.168,75"
2017,Alon Zamith,Vendedor,Turquia,"R$ 33.798,75"
2017,Álvaro Barrocas,Surpevisor,Brasil,"R$ 24.492,50"
2017,Alvaro Sousa,Gerente,Japão,"R$ 5.083,75"
2017,Amanda Zahar,Vendedor,Brasil,"R$ 42.358,75"
2017,Ana Gil,Gerente,Espanha,"R$ 49.710,00"
2017,Ananda Hermes,Temporário,Alemanha,"R$ 21.920,00"
2017,Anderson Amarante,Vendedor,Estados Unidos,"R$ 57.867,50"
2017,Andre Kendra,Surpevisor,França,"R$ 8.921,25"
2017,André Vejarano,Temporário,Indonésia,"R$ 37.767,50"
2017,Andréia Cavalca,Surpevisor,Rússia,"R$ 35.848,75"
2017,Andreia Henriques,Gerente,Turquia,"R$ 45.931,25"
2017,Andressa Rente,Gerente,Alemanha,"R$ 39.705,00"
2017,Andrew Takioche,Surpevisor,França,"R$ 56.412,50"
